id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,cos alpha,cos beta,cos gamma,w = croot(V),GaGaDist,GaAlDist,GaInDist,GaODist,AlAlDist,AlInDist,AlODist,InInDist,InODist,OODist,GaGaDist2,GaAlDist2,GaInDist2,GaODist2,AlAlDist2,AlInDist2,AlODist2,InInDist2,InODist2,OODist2,GaGaDist3,GaAlDist3,GaInDist3,GaODist3,AlAlDist3,AlInDist3,AlODist3,InInDist3,InODist3,OODist3,formation_energy_ev_natom,bandgap_energy_ev
133,12,20,0.25,0.5,0.25,12.2979,3.1189,6.082,0.00E+00,-2.50E-01,0.00E+00,6.090329433,3.302869284,3.302869284,3.167580049,1.872921454,3.593078935,3.167580874,1.872924139,8.123703756,2.005609263,2.70743049,6.132278413,6.132271593,3.302869284,1.928198289,0,3.302869284,1.928198289,0,0,2.707436198,11.49289432,6.34362696,3.593078935,3.302239435,0,5.387717798,3.302234701,0,0,2.732259858,0.0969,1.8691
134,194,80,0.3125,0.2188,0.4688,6.6284,6.6281,24.4665,-2.30E-04,-9.00E-05,-5.00E-01,9.764405412,3.314026628,3.314218112,3.314026628,2.183795613,3.314026628,3.314026628,1.913325885,3.314026628,1.913325885,2.771022571,3.314218112,3.314218112,3.314218112,2.183795613,3.606998664,3.314026628,1.913325885,3.314026628,1.913325885,2.771022571,3.314546022,3.607342152,3.314218112,2.184093522,4.898473188,3.314218112,2.005029507,3.314218112,2.005029507,2.845718881,0.4461,0.7928
135,167,30,0.25,0.3333,0.4167,5.2138,5.2134,13.9681,6.00E-05,-6.00E-05,-5.00E-01,6.902077227,2.853845844,3.055747146,2.853845844,2.02391063,3.805174184,2.853845844,2.023828659,2.853845844,2.023828669,2.766364466,9.837884579,0,3.805231694,2.023911007,6.984038735,3.055747146,0,3.055714896,2.023828669,2.766364466,0,0,5.544258129,2.024057929,0,3.508457882,0,3.508154478,2.023933031,2.766364466,0.2109,1.9323
136,206,80,0.5625,0.4062,0.0312,9.1957,9.1953,9.1952,-7.00E-05,-7.00E-05,6.00E-05,9.195399976,3.037890048,3.037890048,3.037969181,1.938232587,3.037890048,3.038190224,1.93824134,0,1.99057088,2.550631506,3.03815325,3.037969181,0,1.938419054,3.038096476,5.510555348,1.938252745,0,2.038860486,2.550641361,3.038190224,4.59761417,0,1.963915302,4.59761417,0,1.938276177,0,2.038869172,2.576368738,0.1231,3.3455
137,12,20,0.625,0.375,0,12.1361,2.9957,5.7492,1.00E-05,-2.40E-01,0.00E+00,5.876307993,3.070780082,3.241941399,0,1.81554517,3.070765458,0,1.815544159,0,0,2.582813536,8.019390316,3.241941399,0,1.845603845,3.241941399,0,1.815544159,0,0,2.582813536,9.392547095,3.415641721,0,3.245685589,3.576273322,0,1.845603845,0,0,4.708549464,0.0441,3.2971
138,206,80,1,0,0,8.9847,8.9839,8.9843,-4.00E-05,-6.00E-05,1.00E-05,8.984299985,0,0,0,0,2.968172166,0,1.893728213,0,0,2.492039363,0,0,0,0,2.968262477,0,1.893775077,0,0,2.492039363,0,0,0,0,2.968278001,0,1.91879573,0,0,2.492039784,0.0738,5.2114
139,12,80,0.4688,0.3125,0.2188,24.3767,6.1582,6.0053,1.00E-05,-2.49E-01,0.00E+00,9.557428294,3.079085425,3.079085425,3.079085425,1.851211227,3.079085425,3.079085425,1.851211227,3.132119285,1.851211227,2.678465734,0,3.272299853,3.272299853,1.906416531,0,3.079085425,1.851211227,3.272299853,1.851212717,2.678465734,0,4.799543805,3.272299853,0,0,3.272299853,1.906416531,3.548905289,1.906416531,2.678465734,0.1206,2.3364
140,227,40,0.8125,0,0.1875,5.8341,5.8343,14.3401,0.00E+00,3.00E-05,-5.00E-01,7.504949074,0,0,0,0,2.755378666,2.755380469,1.880934196,4.965805326,1.972220289,2.700110915,0,0,0,0,2.755378666,2.755380469,3.417568768,5.986286344,1.972220289,2.700171794,0,0,0,0,2.833614579,2.833626468,3.417578279,0,0,2.902646293,0.4163,2.5592
141,167,60,0.5833,0.0833,0.3333,10.1762,5.0878,13.7084,1.50E-04,-1.60E-04,-5.00E-01,8.50241237,6.303535357,2.878754465,2.878754465,1.96880149,2.878754465,2.878754465,1.968718911,2.996792332,1.968718911,2.670073525,0,2.996792332,0,1.968847231,2.996962677,2.878754465,1.968718911,2.996962677,1.968813949,2.670073525,0,3.389211026,0,2.109336493,3.721628073,2.878754465,1.968725394,5.088081019,1.968873439,2.670073525,0.218,2.7698
142,167,30,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,3.00E-05,-1.00E-05,-5.00E-01,7.112686694,4.237665656,5.699449111,2.928106469,2.087516536,0,2.928106469,2.087545809,2.928106469,2.087478746,2.857023732,10.04732703,5.699708991,3.15502343,2.087637405,0,7.165772125,2.205565536,10.09387859,2.087478757,2.857195517,0,0,3.617203188,3.638532328,0,0,4.011585853,0,2.087516536,2.91366432,0.1496,1.3464
143,12,20,0.375,0,0.625,12.1835,3.2061,6.4421,0.00E+00,-2.66E-01,0.00E+00,6.236447072,0,0,0,0,3.302905941,3.224909601,1.901691012,3.224907802,1.901691012,2.749521764,0,0,0,0,6.299115886,3.302905941,1.901692555,3.302905941,2.006702326,2.749527249,0,0,0,0,0,3.771550705,2.006702326,6.299120714,3.288295268,2.893832616,0.3581,1.2158
144,33,40,0.25,0,0.75,5.4797,9.3301,9.9569,-3.00E-05,4.00E-05,-1.00E-05,7.98464739,0,0,0,0,3.233269209,3.420618844,2.086814274,3.20267519,1.945640206,2.848853748,0,0,0,0,0,6.771718622,2.139674219,3.233269209,1.983042705,2.848855821,0,0,0,0,0,0,2.139712604,0,2.101421637,2.896542709,0.2891,1.2056
145,33,80,0.2188,0.2188,0.5625,10.7661,9.1852,9.8098,-1.00E-05,2.00E-05,-1.00E-05,9.899252301,3.475736491,3.399751653,3.148192907,1.925178254,3.187955855,3.17814891,1.91225146,3.148192907,1.912273917,2.803748941,5.81024961,3.41742964,3.17814891,1.933637495,3.368942466,3.178163643,1.91225146,3.269085459,1.91227635,2.803749964,5.970440421,3.43017864,3.269069734,5.805259621,3.43017864,3.569938577,1.991216742,3.532348491,1.925178014,2.803749964,0.255,1.2841
146,206,80,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,-1.00E-05,-1.00E-05,2.00E-05,10.15336666,3.354537224,3.354552366,3.354537224,2.14024126,3.372263186,3.354490532,2.140228187,3.354490532,2.140219532,2.816418916,0,3.354583299,3.354583299,2.140281925,0,3.354539513,2.197979938,3.354490532,2.140225713,2.816418916,0,0,5.07663246,2.168547322,0,6.366308365,2.251318714,3.354537224,2.140228187,2.816418916,0.0747,1.0168
147,206,80,0.5625,0.4375,0,9.168,9.1675,9.1675,-7.00E-05,-8.00E-05,6.00E-05,9.16766664,3.028807715,3.028725618,0,1.932386543,3.028725618,0,1.932396141,0,0,2.542936799,3.028943737,3.028807715,0,1.932409333,3.028811171,0,1.932409333,0,0,2.542953396,3.028943737,4.583773594,0,1.932433996,3.029005395,0,1.932425344,0,0,2.568596742,0.1068,3.5451
148,167,30,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,1.00E-04,-1.10E-04,-5.00E-01,6.744966005,2.798677903,2.798677903,3.427024773,1.976321867,2.798677903,2.798677903,1.976321876,6.849029678,1.976321876,2.698644688,2.981363754,0,5.869125556,1.97642269,2.981156745,2.981398866,1.976469506,6.980636571,1.976422166,2.698644688,6.849029678,0,11.78648861,1.976460223,3.427182352,3.719457912,2.094259207,0,3.439423518,2.698787025,0.1904,2.6278
149,206,80,0.3125,0.6875,0,9.2727,9.2725,9.2722,-9.00E-05,-8.00E-05,9.00E-05,9.272466627,3.063327598,3.063327598,0,1.954466848,3.063327598,0,1.954466848,0,0,2.571975927,3.063396296,3.063396296,0,1.954467896,3.063396296,0,1.954706125,0,0,2.572023962,3.063600757,3.063651844,0,1.954512879,3.50846375,0,1.980342539,0,0,2.572047023,0.0993,2.9037
150,206,80,0,0.2812,0.7188,10.041,10.041,10.041,-3.00E-05,-3.00E-05,4.00E-05,10.04099999,3.317365872,0,3.317335676,2.116509504,0,0,0,3.317335676,2.116507848,2.785245906,3.317368047,0,3.799154948,2.116531335,0,0,0,3.317335676,2.11651723,2.785248244,5.02048054,0,5.020476007,2.144521535,0,0,0,3.317365872,2.116529665,2.813358143,0.0977,1.0297
151,12,20,0.5,0,0.5,12.135,3.1533,6.288,1.00E-05,-2.62E-01,0.00E+00,6.146556137,0,0,0,0,3.182745974,3.182738398,1.877933518,3.280587059,1.877932607,2.71685641,0,0,0,0,3.280587059,3.280587059,1.9693804,3.788199173,1.877932607,2.716865968,0,0,0,0,9.43688642,3.690720852,3.268584105,6.215922833,1.9693804,2.824588972,0.3689,1.5878
152,33,80,0.4062,0.5,0.0938,10.1585,8.7171,9.3405,-2.00E-05,-3.00E-05,-2.00E-05,9.386937202,2.97574693,2.97574693,3.090399081,1.807072394,3.013040178,3.090399081,1.807078835,5.990357136,1.818122282,2.660830386,3.003694673,3.003694673,3.248075583,1.818090683,3.203730554,5.079255541,1.807119646,6.419051044,1.84105044,2.660832259,3.090399081,3.003760669,5.079255541,1.818122282,3.355665954,0,1.818082939,0,3.572729608,2.711919764,0.1381,2.5144
153,227,40,0.3125,0.375,0.3125,10.3492,5.9826,14.4464,1.09E-01,1.26E-01,8.60E-01,7.67477143,2.991319175,3.274688352,2.88418293,1.878035258,2.89157826,2.884182835,1.878035258,3.677868738,1.882181368,2.768815582,3.341676007,3.426244298,3.133712464,1.973109651,0,5.174611475,1.933076605,6.955285101,1.973109651,2.768815582,5.261181853,3.578342454,3.658749757,4.41408728,0,5.405347098,0,11.46133138,7.016470547,2.768815582,0.3341,0.9384
154,167,30,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,2.30E-04,-2.50E-04,-5.00E-01,6.512554328,0,2.718031697,3.933637557,1.906166965,2.718031697,3.307057516,1.905960594,0,1.906016205,2.598129584,0,2.870957307,0,1.906301569,6.651669254,5.258568966,1.905960602,0,3.313150771,2.598252855,0,7.690504427,0,6.037934003,0,11.44047735,1.90613254,0,3.514653931,2.598258485,0.0995,4.3239
155,167,60,0.6667,0.0833,0.25,10.0485,5.024,13.5733,1.70E-04,-1.90E-04,-5.00E-01,8.403369456,6.382010637,2.850402966,2.959671734,1.945061171,2.850402966,2.850402966,1.944989494,2.850402966,1.944989494,2.636590192,0,5.02425301,3.348941514,2.085172747,2.850402966,5.02425301,1.945061171,5.776040103,1.944995923,2.636590192,0,5.374171324,3.67875853,3.561797506,3.348829092,0,1.945073498,8.443310751,1.945160522,2.636728553,0.2066,3.0472
156,12,80,0,0.625,0.375,24.8227,6.3789,6.2612,0.00E+00,-2.54E-01,0.00E+00,9.861383997,3.18946721,0,3.18946721,1.907034096,0,0,0,3.18946721,1.963123921,2.753856477,0,0,3.341793604,1.973773227,0,0,0,3.18946721,1.963123921,2.753856477,0,0,3.341793604,0,0,0,0,0,1.963123921,3.18946721,0.0092,1.4593
157,12,80,0.4062,0.3438,0.25,24.4334,6.1934,6.0501,1.00E-05,-2.50E-01,0.00E+00,9.605891731,3.09671792,3.09671792,3.09671792,1.859725398,3.09671792,3.09671792,1.859725398,3.282014201,1.859725398,2.690049785,3.282014201,3.09671792,3.09671792,1.917794092,0,3.339394604,1.859725398,3.573089973,1.859725398,2.690059201,9.020013913,3.09671792,4.827020775,3.405094392,0,3.702774544,1.917794092,6.097289976,1.859727199,3.09671792,0.2358,2.0491
158,194,80,0.2812,0.3438,0.375,6.5691,6.5688,24.3694,-1.90E-04,-7.00E-05,-5.00E-01,9.693193293,3.28440082,3.28440082,3.28440082,1.896205084,3.28440082,3.28440082,1.896205084,3.28440082,1.896205084,2.753532393,3.284553701,3.284854035,3.284553701,1.997070536,3.284553701,3.284553701,1.896205084,3.284553701,1.997070536,2.82805814,3.5885546,0,0,1.997070536,3.284854035,3.284553701,1.896316125,3.284854035,1.997070536,3.28440082,0.2349,1.4018
159,227,40,0.5625,0.25,0.1875,5.929,5.9282,14.0415,-2.70E-04,-3.00E-05,-5.00E-01,7.532610841,5.097134642,2.89905349,2.899642716,1.825397388,2.964116075,2.964116075,1.825397247,3.388609704,1.825397388,2.783091319,5.338082392,2.964503858,2.964116075,3.457758339,3.389494293,3.388609799,1.825397247,3.445089548,1.880976611,2.783091432,5.39108905,3.388609799,3.445185808,3.457876259,3.617437106,5.39142951,1.88098698,5.798106979,1.880986935,2.78365709,0.3134,1.0404
160,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,2.715928655,2.715928655,0,1.905153025,2.715928655,0,1.905083584,0,0,2.597092037,6.646522611,2.869822306,0,1.905276042,2.869673321,0,1.905083592,0,0,2.597218096,0,5.255138225,0,1.90546826,3.305463894,0,1.905232082,0,0,2.597218096,0.0515,4.2897
161,33,80,0.125,0.6562,0.2188,10.4287,8.9342,9.5539,2.00E-05,-1.00E-05,-2.00E-05,9.619566736,3.053336737,3.279216304,3.082128638,1.854002417,5.214325605,3.32674128,1.936776467,3.053336737,1.854025829,2.725230105,3.082128638,3.31255117,3.149721248,1.854003497,6.487809518,0,2.04737592,6.487779736,1.865819395,2.725230105,3.170818038,3.472847381,3.170866317,1.854025829,11.07135587,0,2.085077009,6.582070839,1.883157933,2.776142297,0.1379,1.7931
162,206,80,0.0938,0.125,0.7812,10.0571,10.057,10.0572,-2.00E-05,-2.00E-05,3.00E-05,10.0571,3.322719788,3.322768227,3.322681877,2.119932558,3.820569444,3.322681877,2.119943248,3.322681877,2.119922914,2.789715394,3.322768227,3.80518557,3.322789466,2.147982467,9.504669903,3.322789466,2.147991469,3.322719788,2.119923683,2.789715394,0,7.111505308,3.322789466,2.147982467,0,3.805165283,2.147991469,3.322719788,2.119934278,2.81788294,0.115,1.0134
163,206,80,0.25,0.7188,0.0312,9.3266,9.3264,9.3261,-9.00E-05,-8.00E-05,1.00E-04,9.326366625,3.081142515,3.081142515,3.081142515,1.965832982,3.097499667,3.081205026,1.965831074,0,1.99190387,2.586930455,3.081205026,3.081205026,4.663057567,1.96588219,4.663223837,3.081219163,2.0188424,0,1.991938837,2.586930455,3.081417945,5.58906179,0,1.965890043,11.45371911,8.471693191,2.018906849,0,3.667492911,2.586978502,0.1194,2.6134
164,12,80,0.2188,0.7812,0,24.6943,6.1068,5.8324,0.00E+00,-2.37E-01,0.00E+00,9.488962863,3.053422845,3.053422845,0,1.849869798,3.053422845,0,1.849869798,0,0,2.620386586,3.053422845,3.053422845,0,1.849869798,3.126132303,0,1.87259495,0,0,2.620386586,0,3.296104951,0,1.87259495,3.296104951,0,3.581904014,0,0,2.620386586,0.0123,2.3529
165,12,80,0.4062,0.25,0.3438,24.4087,6.2459,6.1464,0.00E+00,-2.55E-01,0.00E+00,9.676889921,3.12295226,3.12295226,3.12295226,1.869471629,3.12295226,3.12295226,1.869471629,3.12295226,1.869471629,2.70398056,3.286153753,3.12295226,3.12295226,1.869471629,3.12295226,3.12295226,1.869471629,3.164434921,1.939463566,2.70398056,3.739328571,0,3.286153753,1.939463566,3.339956013,3.12295226,1.869471629,3.164434921,13.63803435,2.703989182,0.15,2.001
166,33,40,0,0.5,0.5,5.3995,9.22,9.8402,3.00E-05,2.00E-05,0.00E+00,7.883083569,3.198385521,0,3.198385521,1.918123207,0,0,0,3.158508704,1.9181479,2.81241697,6.778710597,0,3.37995833,2.241835681,0,0,0,3.188529848,1.958567778,2.861970518,0,0,9.422018558,3.879371149,0,0,0,6.686751661,2.075795847,3.038876813,0.1061,1.246
167,194,80,0.2188,0.5938,0.1875,6.4508,6.4507,24.1753,-1.30E-04,-6.00E-05,-5.00E-01,9.551009703,3.225353094,3.225353094,3.225353094,1.862079617,3.225418055,3.225353094,1.862079617,3.225353094,1.862079617,2.718626529,3.225418055,3.225418055,3.225418055,1.981162025,3.225664515,3.225418055,1.981162025,3.549680974,1.862396483,2.718626529,5.586910041,5.586910041,3.225664515,1.981162025,0,0,2.133013722,3.549847353,1.981162025,2.718626529,0.3069,1.1435
168,227,40,0.6875,0,0.3125,9.8517,5.7884,14.5524,-1.55E-01,-1.82E-01,8.51E-01,7.539316926,0,0,0,0,2.894187232,2.669393091,1.709034661,3.446473968,1.709034661,2.562617309,0,0,0,0,2.894311175,3.097249509,1.709034661,13.19431615,1.891813279,2.562617309,0,0,0,0,3.170186829,3.097486002,0,0,3.665355722,2.776168988,0.391,1.6526
169,167,30,0.4167,0.4167,0.1667,5.043,5.0426,13.6046,1.00E-04,-1.20E-04,-5.00E-01,6.691425568,2.956195057,2.779587819,3.69001196,1.960196871,3.399596642,2.779587819,1.96019688,5.388830985,1.960294356,2.675728687,6.93152285,2.779587819,3.69043706,1.960341935,3.690213021,0,1.960298341,0,1.960345702,2.675866213,0,6.802311708,4.022723888,2.077962647,5.388882026,0,1.960486762,0,2.078043251,2.753771727,0.1382,2.8254
170,167,30,0.5,0.5,0,4.936,4.9356,13.3762,1.30E-04,-1.60E-04,-5.00E-01,6.559310389,2.732915102,2.893668006,0,1.920327536,2.732915102,0,1.920327544,0,0,2.618964637,3.331786863,2.893849174,0,1.920412478,2.732915102,0,1.920447664,0,0,2.618964637,3.617826526,3.331443679,0,3.339210999,6.68809248,0,1.920498109,0,0,2.619092243,0.0606,3.7804
171,194,80,0.625,0.2188,0.1562,6.2998,6.2995,23.8295,-2.70E-04,-1.00E-04,-5.00E-01,9.356071245,3.149766002,3.149766002,3.149766002,1.818345249,3.149766002,3.149766002,1.818345249,3.149766002,1.818345249,2.667830329,3.149910188,3.149766002,3.149910188,1.818646373,3.149766002,3.149861096,1.952828166,3.490405167,1.818701282,2.667830329,0,3.149861096,3.489599815,1.818701282,3.149861096,3.149910188,2.087439512,0,1.952828166,2.741384732,0.4439,1.6062
172,227,40,0.6875,0.25,0.0625,5.7896,5.7894,14.1688,3.00E-05,-4.00E-05,-5.00E-01,7.436801153,2.894688204,2.893093018,3.393687648,1.84194624,2.893032249,3.393579836,1.84194624,0,1.843390893,2.777310931,3.393692073,2.894688204,5.317473592,2.006190898,5.013776149,3.542204309,1.843390893,0,3.407377777,2.777310931,0,0,10.0199137,2.006190976,0,6.705574822,2.006094716,0,12.70844627,2.777369242,0.2213,1.9578
173,227,40,0.3125,0.0625,0.625,10.6585,6.1769,15.2114,-2.07E-02,-2.41E-02,8.63E-01,7.969440755,0,3.088331418,3.124575239,2.14369536,3.124487599,3.060424055,1.977478036,3.124487507,1.946536539,2.93800721,0,0,12.82969709,2.144850533,3.624197016,3.060424055,2.141910266,3.660275267,7.123998828,2.964921265,0,0,0,0,5.701233718,3.060424238,3.668472851,3.802842377,14.16918695,12.75364772,0.4095,0.461
174,194,80,0.4688,0.0312,0.5,6.6025,6.6021,24.3892,-2.90E-04,-1.90E-04,-5.00E-01,9.728599858,0,3.301040544,3.301264087,1.905807277,3.301040544,3.301040544,1.905807277,3.301040544,1.905807277,2.761064563,0,3.594913504,3.596040312,1.998691272,3.301519225,3.301040544,1.998691272,3.301264087,1.905807277,2.761064563,0,16.05445163,5.892138283,1.998691272,12.63291962,3.301040544,1.998691272,3.301519225,1.998691272,2.835546522,0.3317,1.4338
175,206,80,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,-1.00E-05,-2.00E-05,2.00E-05,10.11253333,7.892754164,3.341049955,3.341049445,2.15982822,5.776649927,3.341004061,2.13161521,3.341004061,2.131614884,2.80509315,0,9.373400702,3.341066351,0,6.350130316,3.341094946,2.189099068,3.341004061,2.131622406,2.80509315,0,0,3.341094946,0,0,3.826153371,3.990111751,3.341049955,2.15982822,2.833413997,0.0982,0.9743
176,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,1.90E-04,-2.00E-04,-5.00E-01,6.50915536,2.715928655,2.715928655,0,1.905153017,2.715928655,0,1.905083584,0,0,2.597092037,0,2.869673321,0,1.905232082,2.869822306,0,1.905083592,0,0,2.597218096,0,2.869822306,0,1.905276042,5.255138225,0,1.90546826,0,0,2.597218096,0.0428,4.2811
177,206,80,0.8125,0,0.1875,9.2295,9.2288,9.2292,-3.00E-05,-5.00E-05,1.00E-05,9.229166657,0,0,0,0,3.049110533,3.049163728,1.94536628,3.065205786,1.945382668,2.559987944,0,0,0,0,3.049110533,3.049163728,1.945396882,4.656888501,1.945408224,2.559987944,0,0,0,0,3.049188761,3.049188761,1.971118365,7.99270739,1.945454127,2.585897145,0.2187,3.2662
178,206,80,0,0.5,0.5,9.847,9.847,9.8468,-5.00E-05,-5.00E-05,7.00E-05,9.846933316,3.253211803,0,3.253211803,2.075586256,0,0,0,3.253212778,2.075593047,2.731397033,3.253211803,0,3.253211803,2.075605692,0,0,0,4.923490782,2.075604777,2.731422965,3.253212778,0,3.253211803,2.075625416,0,0,0,0,2.103062174,2.731427381,0.1282,1.262
179,194,80,0.4688,0.125,0.4062,6.5331,6.5327,24.2685,-2.60E-04,-1.70E-04,-5.00E-01,9.644300764,3.57255474,3.266340576,3.266340576,1.885749732,3.266340576,3.266340576,1.885749732,3.266340576,1.885749732,2.740143178,3.57255474,3.266340576,3.266340576,1.98880404,3.266340576,3.266340576,1.98880404,3.266534457,1.885749732,2.740143178,10.37721017,3.266534457,3.266738141,2.155852883,3.266534457,3.266534457,2.155456593,3.571910314,1.98880404,2.814446812,0.3492,1.2786
180,167,30,0.4167,0,0.5833,5.259,5.2586,14.0718,1.10E-04,-1.00E-04,-5.00E-01,6.959034806,0,0,0,0,2.955081009,2.955081009,2.032302181,2.955081009,2.032407479,2.759721296,0,0,0,0,0,3.096588653,2.032302195,0,2.032407479,2.759721296,0,0,0,0,0,3.49694418,2.032453096,0,2.032415538,2.759721296,0.2757,1.8436
181,227,40,0.4375,0.125,0.4375,10.4164,6.0348,14.86,-1.80E-02,-2.08E-02,8.63E-01,7.784520102,8.613464689,3.049524641,3.571582686,2.095136177,3.049617867,2.994776595,1.904233998,3.017301195,1.904233998,2.874985467,0,3.514627075,5.595007274,2.095906407,3.514781737,3.542330801,0,3.571578489,1.904233998,2.874985467,0,5.181413674,11.73852452,2.111179111,3.539598062,3.580785593,0,5.565872976,1.931797323,2.896693146,0.4952,0.4109
182,12,80,0.3438,0.375,0.2812,24.4901,6.2287,6.0949,0.00E+00,-2.51E-01,0.00E+00,9.654360965,3.11435042,3.11435042,3.11435042,1.868245493,3.11435042,3.11435042,1.868245493,3.160846935,1.868245493,2.701641621,3.11435042,3.11435042,3.11435042,1.868247605,0,3.291733929,1.868245493,3.160846935,1.868247605,2.701641621,3.291733929,3.723909875,3.11435042,1.929176889,0,3.348831332,1.929176889,3.291733929,1.929176889,2.701641621,0.1261,1.9456
183,33,80,0.4062,0.4688,0.125,10.1932,8.7434,9.367,-2.00E-05,-3.00E-05,-2.00E-05,9.415942641,3.013599695,2.985531959,3.013599695,1.813104788,3.022970641,2.985531959,1.813063769,3.213126995,1.813107737,2.668933725,3.100470131,3.100534377,3.257619875,1.824194546,3.023031314,3.397982711,1.813069983,5.491125593,1.857516483,2.668935638,3.100534377,3.257671873,3.370775922,1.824219344,3.023031314,3.399985571,1.813107737,6.447502722,1.968960691,2.719849992,0.1332,2.5344
184,12,20,0.25,0.75,0,12.3309,3.049,5.826,0.00E+00,-2.38E-01,0.00E+00,5.969898371,3.121871714,3.121871241,0,1.84722909,3.361565255,0,1.84722909,0,0,2.617493791,3.291937903,3.291937903,0,1.870518083,0,0,1.870518083,0,0,2.617493791,3.291937903,5.993442601,0,3.300227313,0,0,3.300227313,0,0,4.779279226,0.0254,2.4253
185,194,80,0.4688,0,0.5312,6.6257,6.6252,24.4294,-3.00E-04,-2.00E-04,-5.00E-01,9.756695607,0,0,0,0,3.312609511,3.312609511,1.912494206,3.312609511,1.912494206,2.768040611,0,0,0,0,3.312609511,3.312609511,1.912494206,3.312609511,2.001987674,2.768040611,0,0,0,0,3.312842455,3.312842455,2.001987674,3.312842455,2.182158432,2.842582031,0.3432,1.2053
186,206,80,0,0.3125,0.6875,10.0132,10.0133,10.0133,-3.00E-05,-3.00E-05,5.00E-05,10.01326666,3.308174858,0,3.308174858,2.138598632,0,0,0,3.325646268,2.110661808,2.777556672,3.308201099,0,3.308174858,2.138598632,0,0,0,3.325646597,2.110664102,2.777556672,3.308331902,0,3.308204877,2.138606658,0,0,0,3.325646597,2.11067243,2.777559457,0.1025,1.0775
187,167,30,0.0833,0.9167,0,5.0391,5.0386,13.584,1.00E-05,-3.00E-05,-5.00E-01,6.684573781,2.852647755,2.852647755,0,1.950030702,0,0,1.950146764,0,0,2.64433033,2.852647755,6.792018464,0,1.950030715,0,0,2.089324858,0,0,2.64433033,0,0,0,1.950035524,0,0,2.089386479,0,0,2.644460186,0.0744,2.5823
188,206,80,0.4062,0.3125,0.2812,9.4828,9.4825,9.4825,-5.00E-05,-5.00E-05,5.00E-05,9.482599986,3.132866573,3.132832323,3.132866573,1.998799333,3.132832323,3.132832323,1.998801615,3.132832323,1.998814838,2.630330153,3.132984013,3.132866573,3.132984013,1.998814838,3.132866573,3.132832323,1.998946544,3.132984013,1.998815326,2.656879405,5.682897182,3.587759306,3.587714031,1.998823678,3.132881961,3.132866573,2.025257306,3.133021428,1.998840237,2.656959511,0.2135,2.2313
189,194,80,0.3125,0.1875,0.5,6.6515,6.6511,24.5067,-2.40E-04,-9.00E-05,-5.00E-01,9.792396867,3.32557241,3.32557241,3.32557241,1.919999118,3.32557241,3.32557241,1.919999118,3.32557241,1.919999118,2.777997595,0,3.325774736,3.325774736,2.008325726,3.32557241,3.325774736,1.920403982,3.325774736,2.008325726,2.777997595,0,3.326117851,6.126680067,2.008325726,3.326117851,3.326117851,2.008325726,5.760923819,2.190465579,2.777997595,0.271,1.0964
190,227,40,0.5625,0.125,0.3125,6.002,6.0012,14.3698,-1.20E-04,7.00E-05,-5.00E-01,7.653134687,5.093815393,2.955995256,3.45892866,2.06466154,2.955765731,2.955995256,1.868077925,3.000822999,1.868077925,2.837535157,0,2.956017393,5.093815357,2.06493654,2.955765787,3.000599546,1.906330035,3.496964929,1.906305872,2.837535157,0,3.000822999,6.810237257,4.795067893,3.000599546,3.592457548,3.529547509,3.497372152,0,2.880575564,0.3761,1.2417
191,12,80,0.5938,0.4062,0,24.3046,6.0002,5.7556,1.00E-05,-2.40E-01,0.00E+00,9.340387871,3.00009653,3.00009653,0,1.818184315,3.00009653,0,1.818184315,0,0,2.585701181,3.246107195,3.00009653,0,1.818184315,3.310565719,0,1.818184315,0,0,2.585701181,3.580846071,0,0,1.847679449,3.310569721,0,1.818185503,0,0,2.632318139,0.0352,3.1663
192,227,40,0,0.9375,0.0625,10.3453,5.9103,14.7735,-1.22E-01,-9.81E-02,8.65E-01,7.660311572,2.864082402,0,2.9902593,1.843963202,0,0,0,0,1.943443576,2.749519216,2.864082574,0,3.145805495,1.843963202,0,0,0,0,2.173563921,2.749519216,2.955155025,0,5.728164977,6.863627529,0,0,0,0,3.619504564,2.836948824,0.1279,1.5455
193,194,10,0.25,0,0.75,3.4282,3.4279,12.4378,-3.40E-04,1.00E-05,-5.00E-01,5.021195534,0,0,0,0,0,3.685815781,1.979603349,3.685235292,1.979146468,2.840704773,0,0,0,0,0,0,6.526036894,3.686542194,2.249930216,6.218924507,0,0,0,0,0,0,0,6.218924507,2.250521133,0,0.2351,1.0193
